segment_id,city_name,admin_ward,latitude,longitude,elevation_m,drainage_density_km_per_km2,storm_drain_proximity_m,historical_rainfall_intensity_mm_hr,return_period_years,risk_labels,land_use_Commercial,land_use_Green,land_use_Industrial,land_use_Informal,land_use_Institutional,land_use_Mixed,land_use_Residential,land_use_Roads,land_use_Water,soil_group_A,soil_group_B,soil_group_C,soil_group_D,storm_drain_type_CurbInlet,storm_drain_type_GratedInlet,storm_drain_type_Manhole,storm_drain_type_OpenChannel,is_monitor
SEG-00579,"Sydney, Australia",Borough North,-2.175766836810834,1.5039957327850417,-0.7676880016473829,1.4569519661970907,-1.145713427236493,-0.6886864660189352,-0.3951776317455606,monitor,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True
SEG-00580,"Hamburg, Germany",District 11,1.3981461442680896,-0.27251619372569347,1.4313758781326247,-0.8660861625052576,1.3950906970419938,0.08158853337070805,-0.8412390880739781,monitor,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True
SEG-00581,"Montreal, Canada",Sector 19,1.0639754944273512,-1.3246071417208056,-0.4797678143147967,-0.07250170860072896,-0.31354180121133723,-0.5071848857029847,-0.3951776317455606,monitor,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True
SEG-00582,"San Francisco, USA",Borough Old Town,0.7506926990394958,-1.9376027717483093,0.4265931835638035,1.3896175276839788,-1.2902362306358197,1.0466457165140541,-0.6739660419508215,monitor,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
SEG-00583,"Ahmedabad, India",Borough Harbor,0.14193577929143897,0.5155986487544173,-0.5896475592764163,-0.40436429841534993,0.0711010088163934,0.08158853337070805,-0.6739660419508215,monitor,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True
SEG-00584,"Washington DC, USA",Borough East,0.7965558478124023,-1.3654169674947463,0.3916314465305609,5.884174813409873e-05,1.6934603556728618,-0.5381729603910738,0.4411875988702223,monitor,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
SEG-00585,"Sydney, Australia",Sector 25,-2.178366030600591,1.5029741439209605,-0.7515292156236153,-0.6400348332112404,-0.2506044513438886,-0.7772238222706184,-0.8412390880739781,monitor,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True
SEG-00586,"Taipei, Taiwan",Zone VII,0.22844920610644587,1.1296675594440013,0.8617052217674362,-0.0773113113516654,0.0711010088163934,-0.1618891963214206,-0.8412390880739781,monitor,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True
SEG-00587,"Ahmedabad, India",District 22,0.1457261099928127,0.5156464677541233,2.1106324833499097,-0.2215993938797615,0.0711010088163934,-1.0605433622760043,0.4411875988702223,monitor,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True
SEG-00588,"Delhi, India",Zone IX,0.3729439243885726,0.5732970940363539,-0.9275130852279204,1.9331026385398082,-0.47671270827509327,-0.8923223853978064,-0.6739660419508215,low_lying,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
SEG-00589,"Miami, USA",District 9,0.25692189507346513,-1.406759831142873,-0.8881444065518321,0.3026473059723212,-1.2797466723245783,0.5862514640053023,-0.8412390880739781,low_lying,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
SEG-00590,"Durban, South Africa",Zone IX,-2.0178243079898985,-0.01082701332494403,-0.3252310607056739,-0.8997533817618135,-0.2552664772599958,-0.9852866094620737,1.835129649896527,monitor,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True
SEG-00591,"Bengaluru, India",Borough Hillside,-0.2637879794240572,0.5773294692229609,-0.37723297209125334,0.28821849771951147,-0.5827737978665348,-1.335009166656222,-0.8412390880739781,monitor,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True
SEG-00592,"Sao Paulo, Brazil",Sector 3,-1.7579186757340404,-0.9841727937132096,1.5597647779941963,0.5479370462700845,-0.7983924964864979,1.2812697105810151,-0.6739660419508215,monitor,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True
SEG-00593,"Rome, Italy",Sector 22,0.9227849802826144,-0.24140328904724345,-0.9853909188039607,0.44212578574948086,0.0711010088163934,-0.542599828203658,-0.8412390880739781,low_lying,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
SEG-00594,"Dhaka, Bangladesh",District 6,0.17831577790955191,0.7390860438292902,1.5071752743895708,5.884174813409873e-05,1.2820365685763913,0.7677530443212525,-0.3951776317455606,monitor,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True
SEG-00595,"Seoul, South Korea",Zone V,0.7428721655575831,1.1973927800994413,0.5702594811205735,0.7787979783150386,-0.03382024624489834,-1.246471810404539,1.835129649896527,monitor,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True
SEG-00596,"Copenhagen, Denmark",Borough Central,1.4812305827325984,-0.2403529182503915,0.6058088103728623,-0.9430398065202423,-0.4044513065754298,-0.6665521269560144,-0.6739660419508215,monitor,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True
SEG-00597,"Ho Chi Minh City, Vietnam",Sector 21,-0.3539599157159675,0.9424861394863145,-1.1654879339415887,1.1010413626277868,-0.76459280859472,-0.2371459491353511,-0.8412390880739781,ponding_hotspot|low_lying,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
SEG-00598,"Bengaluru, India",Zone VIII,-0.2648332620013358,0.5769191286401577,1.2083846310046318,1.9667698577963642,0.08972344053194543,0.271943849311827,-0.6739660419508215,monitor,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True
SEG-00599,"Mexico City, Mexico",Sector 30,-0.00024507146395214393,-1.6438966271740134,0.3857555243400999,-1.7943394934360097,-0.9207706767843149,-1.16236132196544,-0.8412390880739781,sparse_drainage,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False
SEG-00600,"Philadelphia, USA",Zone I,0.8397840449587464,-1.342035664518144,0.8305628341579933,1.8128625697663947,1.659660667781084,-1.0384090232130836,-0.6739660419508215,monitor,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True
SEG-00601,"Tokyo, Japan",District 19,0.6636591470765402,1.3575850585457905,-1.0752925283180133,-1.3759040541045309,-1.1224032976559564,-0.41864752945130157,-0.8412390880739781,ponding_hotspot|low_lying,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False
SEG-00602,"Hanoi, Vietnam",Sector 12,0.06576221785171266,0.9338295299713297,2.2487166548257416,0.9375148690959445,-0.410278838970564,-0.5071848857029847,2.113918060101788,monitor,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True
SEG-00603,"Dubai, UAE",Zone VII,0.23416411850251462,0.2982520783343806,-0.0011739519017529465,1.0288973213637385,-1.0921001292012589,-1.6006212354112717,-0.3951776317455606,monitor,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True
SEG-00604,"Houston, USA",Ward B,0.422705577456118,-1.5968780267388183,1.466925207384913,-1.4528576981195156,2.2674722965935747,-0.08220557569490557,-0.3951776317455606,monitor,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True
SEG-00605,"Dhaka, Bangladesh",Sector 26,0.1851225317138884,0.7392532657270258,-0.3084846824628602,5.884174813409873e-05,0.2762044771762382,-0.30354896632411343,-0.8412390880739781,monitor,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True
SEG-00606,"Hamburg, Germany",Sector 20,1.3952140834757596,-0.2719441009440431,-0.4489192228148768,-1.0632798752936559,2.2674722965935747,-0.09548617913265824,-0.6739660419508215,monitor,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True
SEG-00607,"Copenhagen, Denmark",District 7,1.4883281860356192,-0.24051819117495996,-1.0647158683751834,5.884174813409873e-05,-0.29139717810982757,-1.1844956610283608,-0.3951776317455606,low_lying,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False
SEG-00608,"Dhaka, Bangladesh",Sector 14,0.17974654142319269,0.7385360436015402,0.02996308824102837,1.3896175276839788,-1.2168093224571295,0.3737618090012625,-0.3951776317455606,monitor,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True
SEG-00609,"Rome, Italy",Zone IX,0.9188440902683759,-0.24001924147016698,-0.25942073217251144,1.505047993706456,2.2674722965935747,0.6172395386933911,0.4411875988702223,monitor,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True
SEG-00610,"Paris, France",Sector 27,1.205579473902472,-0.36949475975180074,1.22366202869983,-0.38512588741160375,-1.044314363561159,0.6482276133814804,-0.3951776317455606,monitor,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
SEG-00611,"Delhi, India",Ward I,0.3751911857845082,0.5714151781202416,-0.028790786196919514,-0.8179901349958925,-0.9207706767843149,-0.3433907766373708,-0.8412390880739781,monitor,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True
SEG-00612,"Bengaluru, India",Zone VI,-0.2613233071073162,0.5765921915348852,0.5687905005729583,0.09102478493111371,2.2674722965935747,0.1656990218098073,-0.6739660419508215,monitor,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True
SEG-00613,"Hanoi, Vietnam",Sector 6,0.07076287359452188,0.9327278068750303,-1.0879257610275042,-0.875705368007131,2.2674722965935747,0.5375559180668764,1.835129649896527,ponding_hotspot|low_lying,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
SEG-00614,"Hamburg, Germany",District 1,1.4002879323193065,-0.27218095776693524,-0.569081831609803,-1.4143808761120231,1.3309878406955182,0.09486913680846072,-0.6739660419508215,monitor,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True
SEG-00615,"Rio de Janeiro, Brazil",Ward E,-1.7276098995814908,-0.9408883504220171,-0.8452501745614673,1.3511407056764866,0.513967798897711,0.555263389317213,-0.6739660419508215,low_lying,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
SEG-00616,"Lagos, Nigeria",District 2,-0.5229888058965668,-0.35616818419612406,-1.1654879339415887,-1.1161855055539578,0.10720603771734787,2.0294103709077373,0.4411875988702223,ponding_hotspot|extreme_rain_history|low_lying,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
SEG-00617,"Accra, Ghana",Zone V,-0.5648211791089403,-0.4005859239489225,-0.9095915225470146,1.8321009807701405,0.0711010088163934,0.9890964349504603,-0.3951776317455606,low_lying|event_2022-06-25,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False
SEG-00618,"Auckland, New Zealand",Ward F,-2.3045782660609624,1.7991867182842027,0.7177451281011432,-1.0488510670408462,1.9428787421846034,-0.12647425382074715,-0.8412390880739781,monitor,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True
SEG-00619,"New Orleans, USA",Borough East,0.42881214862991923,-1.5297377117918498,-0.7101039641808656,-0.4620795314265884,-0.4440785268623421,-0.9144567244607271,-0.3951776317455606,monitor,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True
SEG-00620,"San Francisco, USA",Zone VI,0.7485585616924926,-1.9373601685980792,-1.1654879339415887,1.0481357323674851,-0.9172741573472347,0.3250662630628367,1.835129649896527,low_lying,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
SEG-00621,"San Francisco, USA",Sector 28,0.7469173833565516,-1.9376610146109536,0.6531099840060728,0.7595595673112925,0.3368108140856332,-0.5691610350791628,-0.8412390880739781,monitor,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True
SEG-00622,"Colombo, Sri Lanka",Sector 26,-0.5087144329127018,0.6058800651656608,-0.6898320326237755,-1.0921374917992752,-0.33335541135479335,1.2989771818313514,-0.3951776317455606,monitor,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True
SEG-00623,"New York, USA",District 9,0.8699920118322471,-1.328031651037631,0.04260166841718092,-0.6881308607206057,-0.3485069955821421,-1.0693970979011727,-0.3951776317455606,monitor,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
SEG-00624,"Rome, Italy",Ward G,0.9250655856568067,-0.2402136358260577,-0.6454688200857953,-0.9382302037693059,2.148007882493325,-0.9897134772746579,-0.3951776317455606,monitor,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True
SEG-00625,"Chennai, India",Ward D,-0.2568890489534478,0.6126186838999119,-0.9316262307612431,0.37960094998730587,1.0244596367114622,-0.11762051819557902,0.4411875988702223,low_lying,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
SEG-00626,"Ahmedabad, India",Zone X,0.14946235389755408,0.5128370795168692,0.6942414393392994,-1.1258047110558307,0.8111719510495523,0.6438007455688961,0.4411875988702223,monitor,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True
SEG-00627,"Karachi, Pakistan",District 12,0.22219939902113922,0.44448348476432176,-1.1654879339415887,0.21607445645546364,0.3542934112710356,-0.6886864660189352,-0.8412390880739781,low_lying,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False
SEG-00628,"Barcelona, Spain",District 23,0.8924046884564544,-0.3717751715234684,-0.775032904385459,-1.6211937944022945,-0.14920538766855446,0.019612383994529917,0.4411875988702223,sparse_drainage,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
SEG-00629,"Osaka, Japan",Ward F,0.6197783080392123,1.3056909822799498,1.4827901972991577,0.8124651975715945,-1.0186732210225686,-0.7993581613335392,0.4411875988702223,monitor,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
SEG-00630,"Houston, USA",Sector 18,0.419528530477528,-1.59817594227593,1.0168295675956052,-0.1686937636194594,-0.7529377438044517,-0.542599828203658,-0.6739660419508215,monitor,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True
SEG-00631,"Shenzhen, China",Ward I,0.12510197981458418,1.037823833568006,-1.1654879339415887,1.5675728294686313,-0.8974605472037783,2.3481448534137965,-0.8412390880739781,ponding_hotspot|extreme_rain_history|low_lying,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
SEG-00632,"Dhaka, Bangladesh",Zone III,0.1809683220645199,0.7377945033205379,-1.1654879339415887,0.6970347315491175,-1.3007257889470611,-0.15303546069625215,-0.6739660419508215,low_lying,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
SEG-00633,"London, UK",Borough Hillside,1.3151886174852403,-0.3998307031336892,-0.18626550090127272,0.7258923480547366,-0.8275301584621687,-0.2858414950737769,0.4411875988702223,monitor,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True
SEG-00634,"Vancouver, Canada",District 30,1.218916860640894,-1.9482993274682054,-0.40308702972928145,-0.279314626891,0.5535950191846233,-0.7329551441447768,1.835129649896527,monitor,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True
SEG-00635,"Miami, USA",Sector 16,0.2588943448105656,-1.4057611269959795,-0.8617027566947579,5.884174813409873e-05,-0.8158750936719004,2.5329665845891847,1.835129649896527,ponding_hotspot|extreme_rain_history|low_lying|event_2025-07-02,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False
SEG-00636,"Washington DC, USA",Zone V,0.7961880003173022,-1.3662106522384834,-0.1939041997488719,-0.3803162846606673,-0.6445456412549567,-1.078250833526341,0.4411875988702223,monitor,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True
SEG-00637,"Hamburg, Germany",Ward H,1.3954774395347032,-0.2732008994343398,-0.7891351176425653,-0.6688924497168595,-1.010514675669381,-0.6311371844553412,-0.6739660419508215,monitor,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True
SEG-00638,"Washington DC, USA",Borough Riverside,0.7968680538223131,-1.3672875793664894,0.9733477433861941,-0.9238013955164962,-0.5711187330762665,-0.6267103166427569,-0.6739660419508215,monitor,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True
SEG-00639,"Doha, Qatar",District 12,0.24436614846338153,0.24848672085770682,1.2653810762521027,0.4709834022550999,-0.6958279263321371,-1.3792778447820637,-0.3951776317455606,monitor,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True
SEG-00640,"Vancouver, Canada",Sector 7,1.2191233478289452,-1.9476253222509472,-0.8408432329186215,-1.1113759028030212,-1.2168093224571295,1.374233934645282,2.113918060101788,monitor,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True
SEG-00641,"Singapore, Singapore",Zone II,-0.7405733199532356,0.9049436980698715,-0.4389301550910932,5.884174813409873e-05,1.0279561561485429,1.1086218658902327,-0.8412390880739781,monitor,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True
SEG-00642,"Dhaka, Bangladesh",Ward K,0.17692257239841377,0.7370032830848054,2.4667133680918423,1.620478459728933,-0.6608627319613323,0.31178565962508437,-0.8412390880739781,monitor,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True
SEG-00643,"Bengaluru, India",Borough Old Town,-0.262998811330076,0.5774835261213033,1.5189271187704927,-1.5875265751457386,0.24473580224251362,-0.10433991475782636,-0.6739660419508215,sparse_drainage|event_2024-01-05,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
SEG-00644,"Delhi, India",Borough Central,0.3735737778183431,0.5730080927507268,-1.1654879339415887,-0.6833212579696692,-0.36365857980949085,-0.9454447991488162,0.4411875988702223,ponding_hotspot|low_lying,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
SEG-00645,"Philadelphia, USA",Zone V,0.8413629948395601,-1.3429202468555896,0.8614114256579131,1.0769933488731036,0.0711010088163934,-0.43635500070163813,-0.3951776317455606,monitor,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True
SEG-00646,"Doha, Qatar",Zone II,0.24241603714607038,0.2503611049355797,0.10459264752654383,-0.34183946265317494,0.9603567803649865,-1.3217285632184697,-0.3951776317455606,monitor,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True
SEG-00647,"Athens, Greece",Borough Old Town,0.7594485413397244,-0.09960505470520405,-0.8440749901233751,5.884174813409873e-05,-0.6841728615418688,-1.0074209485249945,-0.6739660419508215,low_lying,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
SEG-00648,"Ahmedabad, India",Zone IX,0.15144028595745995,0.514705478361016,0.6742633038917322,-0.8612765597543212,-0.900957066640859,-0.9454447991488162,-0.8412390880739781,monitor,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True
SEG-00649,"Kuala Lumpur, Malaysia",Ward D,-0.6621072474980007,0.8810704239698165,0.448040299558986,-0.6496540387131133,-0.2634250226131836,2.5329665845891847,-0.3951776317455606,extreme_rain_history,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False
SEG-00650,"Riyadh, Saudi Arabia",Zone VIII,0.21510887364233766,0.18776208607821449,-0.5922917242621237,-1.4528576981195156,1.2144371927928352,-1.1402269829025193,-0.8412390880739781,monitor,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
SEG-00651,"Rio de Janeiro, Brazil",Sector 15,-1.7322271200307755,-0.9404016226650849,-0.8026497386806254,0.4036489637419885,-1.0000251173581394,2.5329665845891847,-0.3951776317455606,extreme_rain_history,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
SEG-00652,"Karachi, Pakistan",District 5,0.22641354600565633,0.44436538956441723,1.7087194055223809,-0.47169873692846176,0.0711010088163934,-0.6222834488301728,-0.6739660419508215,monitor,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True
SEG-00653,"Barcelona, Spain",Sector 29,0.8973158268686796,-0.37059677205057,-0.7509416234045692,-0.3995546956644135,-0.17368102372811778,-0.6709789947685986,-0.8412390880739781,monitor,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True
SEG-00654,"Accra, Ghana",Ward C,-0.565934049725581,-0.4010866088685352,-0.7403649634617395,-0.9382302037693059,-0.9091156119940467,0.8297291936974309,0.4411875988702223,monitor,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True
SEG-00655,"Tehran, Iran",Sector 12,0.6652421064173162,0.24705259095724663,1.458405120208745,0.03811915467081164,0.7773722631577745,0.555263389317213,-0.3951776317455606,monitor,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True
SEG-00656,"San Francisco, USA",Ward K,0.7494001391559793,-1.9366263236175814,0.791194155481905,-1.4817153146251347,0.7284209910386475,-0.30797583413669766,-0.3951776317455606,monitor,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True
SEG-00657,"Paris, France",District 12,1.200168380380679,-0.36929617824710587,1.1173078370524874,0.2112648537045272,-0.5361535387054617,-1.1490807185276875,-0.6739660419508215,monitor,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True
SEG-00658,"Cape Town, South Africa",Borough West,-2.182246328673973,-0.16742341112998949,2.307182080620828,5.884174813409873e-05,0.69811782258395,-1.1889225288409448,-0.3951776317455606,monitor,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True
SEG-00659,"Durban, South Africa",Ward F,-2.022021803441716,-0.0068806947341788745,-1.1654879339415887,-0.4236027094190961,-0.8927985212876711,0.1701258896223912,-0.3951776317455606,low_lying,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
SEG-00660,"Sao Paulo, Brazil",Borough Central,-1.7614217981809814,-0.9850876039957758,1.2051528737998782,-0.4620795314265884,0.0711010088163934,-0.22386534569759872,-0.8412390880739781,monitor,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True
SEG-00661,"Seoul, South Korea",Ward F,0.7427994224982698,1.1982523904323075,-1.1654879339415887,1.067374143371231,-0.6363870959017688,1.2104398255796682,1.835129649896527,ponding_hotspot|low_lying|event_2022-12-18,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False
SEG-00662,"Shenzhen, China",Zone IX,0.13089499485420164,1.0348652168562558,-0.7961862242711184,-0.6881308607206057,-0.5582981618069712,0.07716166555812415,1.835129649896527,monitor,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True
SEG-00663,"Mumbai, India",Zone X,-0.013024243184784463,0.5170365634350278,-1.1596120117511275,-1.0632798752936559,0.28552852900845266,-0.06449810444456901,0.4411875988702223,ponding_hotspot|low_lying,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
SEG-00664,"Cape Town, South Africa",Zone VI,-2.17766036564725,-0.16696433364398888,0.02996308824102837,0.8413228140772132,-1.02916277933381,0.2896513205621636,0.4411875988702223,monitor,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True
SEG-00665,"Amsterdam, Netherlands",District 7,1.3468442857950793,-0.3343239169032038,-0.5253062112908691,5.884174813409873e-05,-0.36715509924657147,-0.09548617913265824,-0.6739660419508215,monitor,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
SEG-00666,"Rome, Italy",Ward E,0.9259934892480501,-0.24120610325881664,0.13602883124550988,-1.5779073696438657,0.7831997955529088,-0.25928028819827187,1.835129649896527,monitor,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True
SEG-00667,"Tokyo, Japan",District 17,0.6657987667463485,1.358041168562969,-0.32199930350092043,-0.6304156277093671,-1.1725200762541101,-0.7683700866454499,-0.3951776317455606,monitor,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True
SEG-00668,"Montreal, Canada",Zone V,1.068234809205728,-1.3222940500700333,1.1416929141429002,0.8076555948206577,0.24473580224251362,0.5906783318178861,-0.6739660419508215,monitor,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
SEG-00669,"Seoul, South Korea",Sector 22,0.746009363413692,1.1979614778955747,0.5153196086397638,5.884174813409873e-05,-0.6492076671710639,0.4800066365032822,-0.8412390880739781,monitor,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
SEG-00670,"Tokyo, Japan",Zone VI,0.6639226667869103,1.3562426058283057,-1.1654879339415887,0.057357565674557805,-0.0711164535737569,-0.400940058200965,-0.6739660419508215,low_lying,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
SEG-00671,"Kolkata, India",Ward A,0.1298302786699636,0.7120091482293525,-0.7788522538092586,1.8561489945248235,-0.32636237248063243,0.5419827858794607,-0.3951776317455606,monitor,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
SEG-00672,"Nairobi, Kenya",Borough East,-0.8476583857512521,0.0647216999736664,0.4803578716065212,-0.5246043671887634,-1.0548039218724004,-1.1136657760270143,1.835129649896527,monitor,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True
SEG-00673,"Chennai, India",Ward C,-0.2571474136438667,0.6122973673817728,-0.8752173777328182,-0.5438427781925096,-0.7610962891576395,1.2104398255796682,-0.3951776317455606,low_lying,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
SEG-00674,"Bangkok, Thailand",Borough West,-0.22607000765142796,0.8636271895685718,-1.0608965189513837,0.9471340745978174,2.2674722965935747,1.1661711474538266,1.835129649896527,low_lying,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
SEG-00675,"Rotterdam, Netherlands",Sector 28,1.3317923639685518,-0.34312814541806946,-1.079111877741813,-0.3466490654041114,1.8519692368205107,-0.9498716669614005,-0.3951776317455606,low_lying,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
SEG-00676,"Houston, USA",District 22,0.4303808293836871,-1.5965910372964605,0.15688835502164625,-0.726607682728098,-0.11190918033969591,0.3206393952502528,-0.3951776317455606,monitor,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True
SEG-00677,"Ho Chi Minh City, Vietnam",Sector 17,-0.3501965875000532,0.9428449894554455,0.7985390582199812,5.884174813409873e-05,2.2674722965935747,0.528702182441708,1.835129649896527,monitor,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True
SEG-00678,"Tehran, Iran",Sector 4,0.6636764532149482,0.24772450888711287,2.6895577171650746,1.0433261296165486,-0.6293940570276079,-1.335009166656222,-0.6739660419508215,monitor,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True
SEG-00679,"Pune, India",Borough West,-0.030538341643790774,0.5320796939641051,-0.27851747929150944,-0.3466490654041114,2.1934626351753717,0.7279112340079951,-0.6739660419508215,monitor,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True
SEG-00680,"Manila, Philippines",Sector 19,-0.19906093522202511,1.121883410910765,-0.6360673445810577,0.6297002930360057,-0.6317250699856616,0.33391999868800515,2.113918060101788,monitor,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True
SEG-00681,"Dhaka, Bangladesh",Sector 15,0.1743393346227916,0.7390393816394643,0.11663828801698888,-1.3999520678592137,2.2674722965935747,1.1307562049531534,-0.3951776317455606,monitor,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True
SEG-00682,"Karachi, Pakistan",Sector 23,0.2256425023072182,0.44268919719660565,-0.8070566803234712,1.3703791166802333,1.1748099725059231,-0.347817644449955,-0.6739660419508215,monitor,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True
